"date","geography","geography code","Rural Urban","Household Deprivation: All categories: Classification of household deprivation; measures: Value","Household Deprivation: Household is not deprived in any dimension; measures: Value","Household Deprivation: Household is deprived in 1 dimension; measures: Value","Household Deprivation: Household is deprived in 2 dimensions; measures: Value","Household Deprivation: Household is deprived in 3 dimensions; measures: Value","Household Deprivation: Household is deprived in 4 dimensions; measures: Value"
"2011","E00004482","E00004482","Total",121,71,30,16,4,0
"2011","E00004497","E00004497","Total",117,32,30,33,17,5
"2011","E00004498","E00004498","Total",145,43,50,36,15,1
"2011","E00004502","E00004502","Total",120,30,39,29,20,2
"2011","E00004505","E00004505","Total",124,50,26,28,18,2
"2011","E00004481","E00004481","Total",133,39,43,37,14,0
"2011","E00004493","E00004493","Total",118,39,54,14,6,5
"2011","E00004500","E00004500","Total",131,37,58,26,9,1
"2011","E00004501","E00004501","Total",76,28,25,16,6,1
"2011","E00004503","E00004503","Total",132,32,52,35,12,1
"2011","E00004506","E00004506","Total",133,48,39,31,14,1
"2011","E00004507","E00004507","Total",104,65,23,15,1,0
"2011","E00004504","E00004504","Total",117,85,23,8,1,0
"2011","E00004508","E00004508","Total",150,73,42,22,9,4
"2011","E00004509","E00004509","Total",122,47,44,19,9,3
"2011","E00004510","E00004510","Total",128,71,38,13,6,0
"2011","E00004511","E00004511","Total",144,83,34,17,10,0
"2011","E00004486","E00004486","Total",116,61,36,12,6,1
"2011","E00004487","E00004487","Total",112,43,38,22,8,1
"2011","E00004489","E00004489","Total",120,52,43,19,5,1
"2011","E00004490","E00004490","Total",94,25,31,23,14,1
"2011","E00004491","E00004491","Total",149,33,49,42,23,2
"2011","E00004517","E00004517","Total",109,36,32,26,12,3
"2011","E00004492","E00004492","Total",128,92,25,9,2,0
"2011","E00004494","E00004494","Total",182,124,42,14,2,0
"2011","E00004495","E00004495","Total",126,71,48,6,0,1
"2011","E00004496","E00004496","Total",151,91,51,9,0,0
"2011","E00004499","E00004499","Total",135,98,33,3,1,0
"2011","E00004411","E00004411","Total",114,50,48,10,6,0
"2011","E00004412","E00004412","Total",128,70,44,11,3,0
"2011","E00004414","E00004414","Total",123,63,40,13,6,1
"2011","E00004416","E00004416","Total",114,61,43,8,2,0
"2011","E00004418","E00004418","Total",114,70,34,9,1,0
"2011","E00004423","E00004423","Total",122,62,50,6,3,1
"2011","E00004401","E00004401","Total",128,77,40,9,2,0
"2011","E00004404","E00004404","Total",116,78,27,11,0,0
"2011","E00004417","E00004417","Total",125,75,41,9,0,0
"2011","E00004421","E00004421","Total",123,79,37,6,1,0
"2011","E00004429","E00004429","Total",127,70,38,15,2,2
"2011","E00004409","E00004409","Total",108,51,31,21,4,1
"2011","E00004410","E00004410","Total",120,66,37,14,2,1
"2011","E00004415","E00004415","Total",139,86,40,11,2,0
"2011","E00004419","E00004419","Total",126,66,46,11,3,0
"2011","E00004422","E00004422","Total",92,51,22,13,6,0
"2011","E00004428","E00004428","Total",131,80,42,8,1,0
"2011","E00004430","E00004430","Total",125,11,57,50,7,0
"2011","E00004402","E00004402","Total",127,67,41,12,5,2
"2011","E00004420","E00004420","Total",112,66,35,7,3,1
"2011","E00004424","E00004424","Total",117,68,38,5,6,0
"2011","E00004425","E00004425","Total",140,81,48,7,4,0
"2011","E00004426","E00004426","Total",143,72,51,16,3,1
"2011","E00004427","E00004427","Total",117,79,31,7,0,0
"2011","E00004403","E00004403","Total",128,76,47,5,0,0
"2011","E00004405","E00004405","Total",128,89,32,5,2,0
"2011","E00004406","E00004406","Total",117,72,29,11,4,1
"2011","E00004407","E00004407","Total",118,74,35,7,2,0
"2011","E00004408","E00004408","Total",106,76,20,8,2,0
"2011","E00004413","E00004413","Total",101,73,21,5,1,1
"2011","E00004483","E00004483","Total",114,71,28,10,4,1
"2011","E00004485","E00004485","Total",123,59,38,17,8,1
"2011","E00004513","E00004513","Total",102,57,32,9,4,0
"2011","E00004514","E00004514","Total",116,64,39,9,4,0
"2011","E00004516","E00004516","Total",133,81,39,10,3,0
"2011","E00004484","E00004484","Total",112,62,25,17,8,0
"2011","E00004488","E00004488","Total",82,18,34,23,7,0
"2011","E00004512","E00004512","Total",120,58,34,21,6,1
"2011","E00004515","E00004515","Total",121,63,34,19,3,2
"2011","E00004518","E00004518","Total",116,41,34,26,13,2
"2011","E00004519","E00004519","Total",112,63,34,11,4,0
"2011","E00004575","E00004575","Total",184,57,97,22,7,1
"2011","E00004578","E00004578","Total",154,58,66,25,5,0
"2011","E00004580","E00004580","Total",151,60,57,20,12,2
"2011","E00004581","E00004581","Total",101,49,33,16,2,1
"2011","E00004582","E00004582","Total",127,50,44,18,10,5
"2011","E00004593","E00004593","Total",229,61,116,37,13,2
"2011","E00004587","E00004587","Total",121,41,41,16,17,6
"2011","E00004589","E00004589","Total",125,64,36,17,6,2
"2011","E00004590","E00004590","Total",99,42,35,14,7,1
"2011","E00004592","E00004592","Total",99,48,27,12,11,1
"2011","E00004595","E00004595","Total",104,49,27,16,11,1
"2011","E00004596","E00004596","Total",108,55,34,16,3,0
"2011","E00004576","E00004576","Total",140,55,35,34,13,3
"2011","E00004577","E00004577","Total",124,60,35,20,8,1
"2011","E00004579","E00004579","Total",105,46,33,21,5,0
"2011","E00004583","E00004583","Total",142,61,46,27,7,1
"2011","E00004584","E00004584","Total",171,60,52,37,12,10
"2011","E00004323","E00004323","Total",96,48,26,15,6,1
"2011","E00004328","E00004328","Total",95,45,33,14,2,1
"2011","E00004353","E00004353","Total",137,73,53,10,1,0
"2011","E00004354","E00004354","Total",108,71,30,6,1,0
"2011","E00004358","E00004358","Total",114,54,30,21,7,2
"2011","E00004324","E00004324","Total",122,71,29,20,2,0
"2011","E00004325","E00004325","Total",113,64,36,11,2,0
"2011","E00004330","E00004330","Total",146,83,49,12,1,1
"2011","E00004355","E00004355","Total",122,62,34,22,3,1
"2011","E00004361","E00004361","Total",99,53,31,11,4,0
"2011","E00004327","E00004327","Total",140,84,42,12,2,0
"2011","E00004329","E00004329","Total",124,64,46,13,1,0
"2011","E00004356","E00004356","Total",121,77,36,7,1,0
"2011","E00004357","E00004357","Total",118,85,26,5,2,0
"2011","E00004360","E00004360","Total",118,66,43,7,2,0
"2011","E00004322","E00004322","Total",114,80,31,3,0,0
"2011","E00004347","E00004347","Total",97,62,26,7,2,0
"2011","E00004348","E00004348","Total",131,61,40,20,8,2
"2011","E00004349","E00004349","Total",117,73,30,9,4,1
"2011","E00004352","E00004352","Total",118,86,28,2,1,1
"2011","E00004345","E00004345","Total",121,78,33,9,0,1
"2011","E00004346","E00004346","Total",94,49,28,14,3,0
"2011","E00004350","E00004350","Total",125,70,46,8,1,0
"2011","E00004351","E00004351","Total",131,90,31,10,0,0
"2011","E00004359","E00004359","Total",121,81,35,5,0,0
"2011","E00004295","E00004295","Total",175,86,66,20,3,0
"2011","E00004296","E00004296","Total",133,33,48,31,15,6
"2011","E00004298","E00004298","Total",112,48,46,13,5,0
"2011","E00004303","E00004303","Total",113,67,38,5,3,0
"2011","E00004311","E00004311","Total",99,60,27,11,0,1
"2011","E00004300","E00004300","Total",111,37,40,18,13,3
"2011","E00004301","E00004301","Total",241,37,106,66,19,13
"2011","E00004302","E00004302","Total",143,31,58,38,16,0
"2011","E00004314","E00004314","Total",153,42,64,36,10,1
"2011","E00004316","E00004316","Total",122,50,39,20,10,3
"2011","E00004319","E00004319","Total",143,70,49,18,5,1
"2011","E00004307","E00004307","Total",150,83,50,16,1,0
"2011","E00004308","E00004308","Total",123,58,46,9,8,2
"2011","E00004312","E00004312","Total",150,64,55,22,8,1
"2011","E00004317","E00004317","Total",161,93,45,17,6,0
"2011","E00004318","E00004318","Total",126,70,37,18,0,1
"2011","E00004305","E00004305","Total",134,78,39,14,3,0
"2011","E00004306","E00004306","Total",157,83,41,30,3,0
"2011","E00004310","E00004310","Total",128,72,42,11,2,1
"2011","E00004313","E00004313","Total",131,85,38,8,0,0
"2011","E00004315","E00004315","Total",154,82,48,21,3,0
"2011","E00004285","E00004285","Total",144,46,61,24,10,3
"2011","E00004297","E00004297","Total",154,63,57,22,9,3
"2011","E00004299","E00004299","Total",135,82,35,13,5,0
"2011","E00004304","E00004304","Total",178,78,64,29,4,3
"2011","E00004309","E00004309","Total",115,66,43,5,1,0
"2011","E00004381","E00004381","Total",117,71,27,13,4,2
"2011","E00004384","E00004384","Total",101,43,40,14,2,2
"2011","E00004385","E00004385","Total",91,50,22,12,7,0
"2011","E00004389","E00004389","Total",108,61,33,14,0,0
"2011","E00004392","E00004392","Total",95,49,33,10,3,0
"2011","E00004394","E00004394","Total",94,31,38,20,3,2
"2011","E00004365","E00004365","Total",139,82,42,9,5,1
"2011","E00004383","E00004383","Total",103,56,24,16,6,1
"2011","E00004387","E00004387","Total",89,48,23,13,5,0
"2011","E00004390","E00004390","Total",113,49,39,16,8,1
"2011","E00004393","E00004393","Total",113,39,32,28,12,2
"2011","E00004395","E00004395","Total",133,53,54,18,5,3
"2011","E00004382","E00004382","Total",139,55,57,15,10,2
"2011","E00004386","E00004386","Total",101,53,37,10,1,0
"2011","E00004388","E00004388","Total",99,63,26,9,1,0
"2011","E00004391","E00004391","Total",128,69,36,15,6,2
"2011","E00004396","E00004396","Total",131,33,44,32,20,2
"2011","E00004398","E00004398","Total",99,31,32,28,7,1
"2011","E00004367","E00004367","Total",148,40,40,47,17,4
"2011","E00004368","E00004368","Total",175,71,76,25,3,0
"2011","E00004372","E00004372","Total",109,44,27,26,12,0
"2011","E00004375","E00004375","Total",119,70,37,7,3,2
"2011","E00004378","E00004378","Total",137,55,53,20,7,2
"2011","E00004379","E00004379","Total",135,73,38,19,4,1
"2011","E00004441","E00004441","Total",115,56,39,14,6,0
"2011","E00004447","E00004447","Total",77,20,20,24,11,2
"2011","E00004451","E00004451","Total",118,42,42,18,11,5
"2011","E00004452","E00004452","Total",143,59,48,22,13,1
"2011","E00004457","E00004457","Total",117,69,36,10,2,0
"2011","E00004480","E00004480","Total",116,39,40,28,7,2
"2011","E00004362","E00004362","Total",127,30,42,30,17,8
"2011","E00004370","E00004370","Total",117,29,33,39,15,1
"2011","E00004376","E00004376","Total",176,54,52,42,20,8
"2011","E00004397","E00004397","Total",106,32,30,24,17,3
"2011","E00004399","E00004399","Total",131,33,35,40,22,1
"2011","E00004363","E00004363","Total",153,30,53,45,24,1
"2011","E00004366","E00004366","Total",165,23,56,45,26,15
"2011","E00004369","E00004369","Total",123,28,31,44,14,6
"2011","E00004373","E00004373","Total",146,26,46,53,20,1
"2011","E00004400","E00004400","Total",180,14,43,57,56,10
"2011","E00004364","E00004364","Total",225,45,74,57,34,15
"2011","E00004371","E00004371","Total",103,6,33,33,18,13
"2011","E00004374","E00004374","Total",97,15,28,29,20,5
"2011","E00004377","E00004377","Total",95,6,27,30,26,6
"2011","E00004380","E00004380","Total",152,24,44,43,32,9
"2011","E00004444","E00004444","Total",160,10,75,44,22,9
"2011","E00004445","E00004445","Total",105,33,38,20,12,2
"2011","E00004454","E00004454","Total",189,36,63,50,31,9
"2011","E00004456","E00004456","Total",124,28,51,31,14,0
"2011","E00174669","E00174669","Total",125,26,40,40,14,5
"2011","E00004563","E00004563","Total",195,66,70,35,20,4
"2011","E00004566","E00004566","Total",140,55,49,19,14,3
"2011","E00004568","E00004568","Total",157,37,74,29,13,4
"2011","E00004569","E00004569","Total",161,64,61,27,6,3
"2011","E00004570","E00004570","Total",131,72,38,10,9,2
"2011","E00004571","E00004571","Total",151,66,52,25,6,2
"2011","E00004572","E00004572","Total",160,73,57,20,9,1
"2011","E00004573","E00004573","Total",149,62,46,24,14,3
"2011","E00004574","E00004574","Total",143,66,48,19,10,0
"2011","E00004321","E00004321","Total",114,65,35,13,1,0
"2011","E00004326","E00004326","Total",117,26,58,21,11,1
"2011","E00004331","E00004331","Total",112,54,36,17,4,1
"2011","E00004336","E00004336","Total",175,78,71,19,6,1
"2011","E00004337","E00004337","Total",114,51,36,20,7,0
"2011","E00004320","E00004320","Total",112,75,30,6,1,0
"2011","E00004333","E00004333","Total",133,80,46,4,3,0
"2011","E00004335","E00004335","Total",145,76,57,11,1,0
"2011","E00004338","E00004338","Total",112,76,28,6,0,2
"2011","E00004341","E00004341","Total",132,55,53,22,2,0
"2011","E00004342","E00004342","Total",94,53,29,10,2,0
"2011","E00004332","E00004332","Total",87,34,35,13,4,1
"2011","E00004334","E00004334","Total",106,47,41,16,2,0
"2011","E00004339","E00004339","Total",112,58,33,15,5,1
"2011","E00004340","E00004340","Total",95,37,40,12,4,2
"2011","E00004343","E00004343","Total",120,64,36,13,7,0
"2011","E00004344","E00004344","Total",118,51,48,16,3,0
"2011","E00004431","E00004431","Total",106,69,27,8,0,2
"2011","E00004432","E00004432","Total",135,80,38,16,1,0
"2011","E00004433","E00004433","Total",139,94,33,7,5,0
"2011","E00004437","E00004437","Total",116,55,48,11,2,0
"2011","E00004439","E00004439","Total",113,79,26,8,0,0
"2011","E00004440","E00004440","Total",112,75,29,8,0,0
"2011","E00004435","E00004435","Total",119,36,30,33,16,4
"2011","E00004436","E00004436","Total",166,74,61,24,6,1
"2011","E00004438","E00004438","Total",118,31,72,12,2,1
"2011","E00174668","E00174668","Total",108,19,35,38,15,1
"2011","E00174670","E00174670","Total",107,42,43,18,3,1
"2011","E00174672","E00174672","Total",141,33,93,13,2,0
"2011","E00174673","E00174673","Total",91,1,84,6,0,0
"2011","E00004245","E00004245","Total",163,58,50,36,17,2
"2011","E00004247","E00004247","Total",156,59,53,24,16,4
"2011","E00004248","E00004248","Total",207,46,84,51,18,8
"2011","E00004254","E00004254","Total",119,26,44,31,16,2
"2011","E00004273","E00004273","Total",159,69,68,18,3,1
"2011","E00004276","E00004276","Total",122,36,51,23,10,2
"2011","E00004265","E00004265","Total",112,35,33,24,18,2
"2011","E00004266","E00004266","Total",156,45,44,40,18,9
"2011","E00004268","E00004268","Total",142,31,47,37,20,7
"2011","E00004269","E00004269","Total",121,41,31,31,12,6
"2011","E00004272","E00004272","Total",113,64,26,13,10,0
"2011","E00004274","E00004274","Total",130,59,50,15,4,2
"2011","E00004585","E00004585","Total",134,63,44,16,9,2
"2011","E00004586","E00004586","Total",116,55,45,13,2,1
"2011","E00004588","E00004588","Total",154,75,54,21,4,0
"2011","E00004594","E00004594","Total",124,51,40,15,15,3
"2011","E00004598","E00004598","Total",106,34,42,23,7,0
"2011","E00004599","E00004599","Total",161,63,72,19,7,0
"2011","E00004565","E00004565","Total",145,10,30,61,36,8
"2011","E00004591","E00004591","Total",112,33,39,28,10,2
"2011","E00004600","E00004600","Total",124,28,46,29,15,6
"2011","E00004601","E00004601","Total",117,40,37,25,14,1
"2011","E00004603","E00004603","Total",131,27,44,37,19,4
"2011","E00004562","E00004562","Total",123,48,37,25,12,1
"2011","E00004564","E00004564","Total",118,40,62,12,3,1
"2011","E00004567","E00004567","Total",128,36,46,32,13,1
"2011","E00004597","E00004597","Total",214,90,87,21,13,3
"2011","E00004602","E00004602","Total",115,68,32,11,3,1
"2011","E00004813","E00004813","Total",174,90,60,20,4,0
"2011","E00004820","E00004820","Total",136,82,37,14,2,1
"2011","E00004848","E00004848","Total",159,77,53,20,8,1
"2011","E00004849","E00004849","Total",138,90,36,11,1,0
"2011","E00004850","E00004850","Total",203,129,59,12,2,1
"2011","E00004853","E00004853","Total",144,52,71,16,4,1
"2011","E00004814","E00004814","Total",124,71,41,9,1,2
"2011","E00004818","E00004818","Total",138,29,83,22,2,2
"2011","E00004821","E00004821","Total",109,41,48,13,5,2
"2011","E00004824","E00004824","Total",130,40,56,18,10,6
"2011","E00004825","E00004825","Total",110,55,36,16,2,1
"2011","E00004826","E00004826","Total",125,70,44,10,0,1
"2011","E00004851","E00004851","Total",95,65,22,5,3,0
"2011","E00004816","E00004816","Total",131,51,50,20,6,4
"2011","E00004817","E00004817","Total",112,61,34,14,2,1
"2011","E00004819","E00004819","Total",138,75,39,14,9,1
"2011","E00004822","E00004822","Total",130,72,34,17,7,0
"2011","E00004852","E00004852","Total",138,70,46,15,6,1
"2011","E00004815","E00004815","Total",242,60,105,53,21,3
"2011","E00004823","E00004823","Total",180,65,51,49,13,2
"2011","E00004827","E00004827","Total",168,40,69,46,10,3
"2011","E00004828","E00004828","Total",133,43,39,36,13,2
"2011","E00004829","E00004829","Total",109,41,47,16,4,1
"2011","E00004831","E00004831","Total",117,21,35,32,23,6
"2011","E00004830","E00004830","Total",139,49,53,28,7,2
"2011","E00004832","E00004832","Total",147,58,46,29,12,2
"2011","E00004835","E00004835","Total",167,58,69,30,9,1
"2011","E00004837","E00004837","Total",191,78,66,32,14,1
"2011","E00004840","E00004840","Total",117,44,47,16,8,2
"2011","E00004841","E00004841","Total",133,55,40,25,11,2
"2011","E00004120","E00004120","Total",143,86,43,13,1,0
"2011","E00004140","E00004140","Total",111,64,34,10,2,1
"2011","E00004141","E00004141","Total",114,45,39,19,5,6
"2011","E00004142","E00004142","Total",133,64,45,20,3,1
"2011","E00004145","E00004145","Total",110,67,30,11,1,1
"2011","E00004152","E00004152","Total",113,77,28,6,2,0
"2011","E00004121","E00004121","Total",118,69,36,9,3,1
"2011","E00004143","E00004143","Total",126,63,35,10,9,9
"2011","E00004150","E00004150","Total",147,90,39,12,4,2
"2011","E00004154","E00004154","Total",122,68,40,14,0,0
"2011","E00004155","E00004155","Total",103,64,34,4,0,1
"2011","E00004156","E00004156","Total",126,57,44,18,6,1
"2011","E00004162","E00004162","Total",128,41,58,23,5,1
"2011","E00004126","E00004126","Total",144,70,44,22,6,2
"2011","E00004128","E00004128","Total",161,85,53,15,7,1
"2011","E00004129","E00004129","Total",142,72,48,16,6,0
"2011","E00004131","E00004131","Total",119,74,34,8,2,1
"2011","E00004132","E00004132","Total",92,66,23,2,1,0
"2011","E00004137","E00004137","Total",147,71,55,16,5,0
"2011","E00004124","E00004124","Total",100,46,40,12,1,1
"2011","E00004125","E00004125","Total",178,60,79,36,3,0
"2011","E00004127","E00004127","Total",124,74,31,17,2,0
"2011","E00004130","E00004130","Total",128,61,46,13,6,2
"2011","E00004133","E00004133","Total",118,57,41,15,5,0
"2011","E00004135","E00004135","Total",105,41,43,15,5,1
"2011","E00004168","E00004168","Total",109,64,35,6,4,0
"2011","E00004448","E00004448","Total",142,42,40,40,17,3
"2011","E00004450","E00004450","Total",175,56,65,34,18,2
"2011","E00004453","E00004453","Total",144,46,44,34,18,2
"2011","E00004458","E00004458","Total",182,73,48,45,15,1
"2011","E00004462","E00004462","Total",114,51,39,19,4,1
"2011","E00004442","E00004442","Total",109,16,38,34,19,2
"2011","E00004446","E00004446","Total",118,45,25,31,14,3
"2011","E00004455","E00004455","Total",123,25,38,39,15,6
"2011","E00004460","E00004460","Total",100,23,31,31,10,5
"2011","E00004470","E00004470","Total",140,46,47,28,14,5
"2011","E00004465","E00004465","Total",166,52,52,46,13,3
"2011","E00004467","E00004467","Total",133,36,35,39,22,1
"2011","E00004474","E00004474","Total",142,78,38,16,9,1
"2011","E00004475","E00004475","Total",123,32,52,24,13,2
"2011","E00004476","E00004476","Total",134,26,40,36,29,3
"2011","E00004478","E00004478","Total",220,71,90,43,15,1
"2011","E00004459","E00004459","Total",154,30,44,54,22,4
"2011","E00004461","E00004461","Total",131,26,39,35,24,7
"2011","E00004463","E00004463","Total",139,15,54,40,21,9
"2011","E00004464","E00004464","Total",89,3,19,28,33,6
"2011","E00004468","E00004468","Total",143,36,48,39,19,1
"2011","E00004472","E00004472","Total",156,36,60,44,14,2
"2011","E00004466","E00004466","Total",121,71,45,3,1,1
"2011","E00004469","E00004469","Total",122,68,42,9,2,1
"2011","E00004471","E00004471","Total",117,70,33,13,1,0
"2011","E00004473","E00004473","Total",124,58,41,17,7,1
"2011","E00004477","E00004477","Total",163,76,61,17,9,0
"2011","E00004479","E00004479","Total",141,50,56,22,12,1
"2011","E00004282","E00004282","Total",149,60,54,25,9,1
"2011","E00004284","E00004284","Total",128,49,40,22,13,4
"2011","E00004286","E00004286","Total",158,42,71,35,7,3
"2011","E00004287","E00004287","Total",111,73,27,9,2,0
"2011","E00004289","E00004289","Total",129,42,51,23,12,1
"2011","E00004290","E00004290","Total",164,52,59,36,16,1
"2011","E00004283","E00004283","Total",137,63,32,23,16,3
"2011","E00004288","E00004288","Total",166,56,67,28,14,1
"2011","E00004291","E00004291","Total",138,33,46,38,18,3
"2011","E00004292","E00004292","Total",121,18,35,42,21,5
"2011","E00004293","E00004293","Total",119,36,38,31,11,3
"2011","E00004294","E00004294","Total",119,51,31,29,7,1
"2011","E00004604","E00004604","Total",136,30,43,37,17,9
"2011","E00004605","E00004605","Total",113,32,34,26,18,3
"2011","E00004612","E00004612","Total",142,16,50,41,29,6
"2011","E00004613","E00004613","Total",125,29,32,33,25,6
"2011","E00004614","E00004614","Total",224,55,86,53,25,5
"2011","E00004621","E00004621","Total",133,48,43,31,6,5
"2011","E00004615","E00004615","Total",102,56,26,15,5,0
"2011","E00004616","E00004616","Total",133,73,30,19,8,3
"2011","E00004617","E00004617","Total",114,58,39,13,3,1
"2011","E00004618","E00004618","Total",125,50,42,22,10,1
"2011","E00004619","E00004619","Total",123,30,45,34,14,0
"2011","E00004620","E00004620","Total",141,37,65,23,11,5
"2011","E00004622","E00004622","Total",209,95,80,24,9,1
"2011","E00004833","E00004833","Total",156,54,53,32,14,3
"2011","E00004834","E00004834","Total",185,70,54,45,15,1
"2011","E00004836","E00004836","Total",171,42,83,32,14,0
"2011","E00004838","E00004838","Total",131,33,41,29,25,3
"2011","E00004839","E00004839","Total",178,65,61,25,24,3
"2011","E00004134","E00004134","Total",100,49,37,12,1,1
"2011","E00004136","E00004136","Total",110,67,33,8,1,1
"2011","E00004138","E00004138","Total",142,48,52,25,12,5
"2011","E00004139","E00004139","Total",140,5,39,66,22,8
"2011","E00004144","E00004144","Total",102,72,22,8,0,0
"2011","E00004146","E00004146","Total",126,59,50,13,4,0
"2011","E00004147","E00004147","Total",126,76,41,7,2,0
"2011","E00004148","E00004148","Total",106,47,43,13,2,1
"2011","E00004149","E00004149","Total",149,104,36,9,0,0
"2011","E00004151","E00004151","Total",148,98,45,5,0,0
"2011","E00004153","E00004153","Total",108,52,40,9,7,0
"2011","E00004158","E00004158","Total",124,36,42,29,14,3
"2011","E00004161","E00004161","Total",96,60,29,5,2,0
"2011","E00004157","E00004157","Total",94,52,35,5,2,0
"2011","E00004159","E00004159","Total",160,33,51,47,22,7
"2011","E00004160","E00004160","Total",103,20,34,36,13,0
"2011","E00004164","E00004164","Total",160,31,65,40,20,4
"2011","E00004167","E00004167","Total",99,68,24,6,0,1
"2011","E00004122","E00004122","Total",103,67,28,6,2,0
"2011","E00004123","E00004123","Total",108,78,24,4,2,0
"2011","E00004163","E00004163","Total",163,75,59,18,10,1
"2011","E00004165","E00004165","Total",146,35,53,43,10,5
"2011","E00004166","E00004166","Total",157,30,48,42,35,2
"2011","E00004249","E00004249","Total",114,48,47,13,6,0
"2011","E00004252","E00004252","Total",115,52,33,20,9,1
"2011","E00004255","E00004255","Total",128,58,37,21,10,2
"2011","E00004258","E00004258","Total",111,50,38,14,9,0
"2011","E00004279","E00004279","Total",134,53,40,29,10,2
"2011","E00004281","E00004281","Total",115,61,36,12,6,0
"2011","E00004246","E00004246","Total",121,50,41,21,8,1
"2011","E00004250","E00004250","Total",127,66,37,16,6,2
"2011","E00004251","E00004251","Total",95,63,24,6,2,0
"2011","E00004280","E00004280","Total",108,51,35,14,5,3
"2011","E00004253","E00004253","Total",132,33,59,31,6,3
"2011","E00004256","E00004256","Total",149,43,57,28,18,3
"2011","E00004259","E00004259","Total",104,17,29,28,24,6
"2011","E00004261","E00004261","Total",114,26,36,36,12,4
"2011","E00004264","E00004264","Total",176,58,76,31,8,3
"2011","E00004244","E00004244","Total",100,10,25,36,21,8
"2011","E00004257","E00004257","Total",113,44,41,16,10,2
"2011","E00004260","E00004260","Total",136,24,43,45,18,6
"2011","E00004262","E00004262","Total",114,15,36,36,24,3
"2011","E00004263","E00004263","Total",121,25,44,33,13,6
"2011","E00004270","E00004270","Total",189,54,75,38,17,5
"2011","E00004271","E00004271","Total",142,44,61,25,11,1
"2011","E00004275","E00004275","Total",104,33,43,21,6,1
"2011","E00004277","E00004277","Total",135,69,44,12,8,2
"2011","E00004278","E00004278","Total",102,53,36,8,5,0
"2011","E00174656","E00174656","Total",115,40,35,23,17,0
"2011","E00174657","E00174657","Total",100,51,26,17,6,0
"2011","E00174658","E00174658","Total",80,41,27,7,3,2
"2011","E00004776","E00004776","Total",138,76,39,17,6,0
"2011","E00004798","E00004798","Total",111,75,25,9,2,0
"2011","E00004799","E00004799","Total",142,88,33,15,3,3
"2011","E00004801","E00004801","Total",133,78,44,9,2,0
"2011","E00004802","E00004802","Total",108,54,38,13,2,1
"2011","E00004804","E00004804","Total",113,62,43,7,1,0
"2011","E00004785","E00004785","Total",123,36,47,28,11,1
"2011","E00004787","E00004787","Total",145,72,43,17,8,5
"2011","E00004791","E00004791","Total",106,50,34,17,4,1
"2011","E00004792","E00004792","Total",117,61,42,12,1,1
"2011","E00004793","E00004793","Total",121,67,46,7,1,0
"2011","E00004795","E00004795","Total",101,59,25,14,3,0
"2011","E00004766","E00004766","Total",121,64,43,9,4,1
"2011","E00004767","E00004767","Total",142,94,34,13,0,1
"2011","E00004769","E00004769","Total",151,75,52,17,7,0
"2011","E00004774","E00004774","Total",108,57,34,11,4,2
"2011","E00004803","E00004803","Total",82,31,35,9,7,0
"2011","E00004812","E00004812","Total",160,48,65,31,13,3
"2011","E00004768","E00004768","Total",99,66,30,3,0,0
"2011","E00004770","E00004770","Total",91,53,25,10,3,0
"2011","E00004775","E00004775","Total",113,77,28,8,0,0
"2011","E00004806","E00004806","Total",124,68,42,11,2,1
"2011","E00004810","E00004810","Total",126,80,37,7,2,0
"2011","E00004811","E00004811","Total",122,75,34,11,2,0
"2011","E00004842","E00004842","Total",116,53,35,22,6,0
"2011","E00004843","E00004843","Total",110,61,34,12,2,1
"2011","E00004844","E00004844","Total",139,76,39,15,5,4
"2011","E00004845","E00004845","Total",131,61,40,22,7,1
"2011","E00004846","E00004846","Total",127,71,38,14,4,0
"2011","E00004847","E00004847","Total",137,65,53,12,7,0
"2011","E00004786","E00004786","Total",107,46,45,14,1,1
"2011","E00004788","E00004788","Total",125,53,48,16,8,0
"2011","E00004789","E00004789","Total",87,12,31,26,14,4
"2011","E00004790","E00004790","Total",130,55,57,15,3,0
"2011","E00004796","E00004796","Total",132,65,42,22,2,1
"2011","E00004797","E00004797","Total",143,34,48,35,19,7
"2011","E00004809","E00004809","Total",117,68,36,12,1,0
"2011","E00004777","E00004777","Total",115,26,40,38,9,2
"2011","E00004781","E00004781","Total",134,43,50,33,8,0
"2011","E00004794","E00004794","Total",198,78,65,38,15,2
"2011","E00004805","E00004805","Total",96,21,30,25,19,1
"2011","E00004807","E00004807","Total",109,52,27,22,6,2
"2011","E00004778","E00004778","Total",105,60,31,13,1,0
"2011","E00004779","E00004779","Total",142,77,49,15,1,0
"2011","E00004780","E00004780","Total",124,56,54,10,4,0
"2011","E00004782","E00004782","Total",114,63,42,9,0,0
"2011","E00004808","E00004808","Total",93,53,30,9,1,0
"2011","E00174677","E00174677","Total",160,53,64,23,18,2
"2011","E00174678","E00174678","Total",113,42,55,13,3,0
"2011","E00004771","E00004771","Total",117,66,40,10,1,0
"2011","E00004772","E00004772","Total",124,76,43,4,1,0
"2011","E00004773","E00004773","Total",133,59,54,17,3,0
"2011","E00004783","E00004783","Total",124,42,47,23,12,0
"2011","E00004784","E00004784","Total",121,54,45,14,6,2
"2011","E00004215","E00004215","Total",129,83,32,9,5,0
"2011","E00004218","E00004218","Total",131,45,43,29,13,1
"2011","E00004220","E00004220","Total",87,17,34,24,9,3
