"date","geography","geography code","Rural Urban","Household Deprivation: All categories: Classification of household deprivation; measures: Value","Household Deprivation: Household is not deprived in any dimension; measures: Value","Household Deprivation: Household is deprived in 1 dimension; measures: Value","Household Deprivation: Household is deprived in 2 dimensions; measures: Value","Household Deprivation: Household is deprived in 3 dimensions; measures: Value","Household Deprivation: Household is deprived in 4 dimensions; measures: Value"
"2011","E00003934","E00003934","Total",123,42,52,24,4,1
"2011","E00003894","E00003894","Total",164,27,54,49,29,5
"2011","E00003921","E00003921","Total",139,31,48,43,9,8
"2011","E00003923","E00003923","Total",139,27,49,42,17,4
"2011","E00003930","E00003930","Total",139,49,42,36,8,4
"2011","E00003937","E00003937","Total",112,15,45,34,15,3
"2011","E00003920","E00003920","Total",123,47,32,27,13,4
"2011","E00003928","E00003928","Total",128,32,42,27,24,3
"2011","E00003933","E00003933","Total",138,59,48,24,5,2
"2011","E00003936","E00003936","Total",118,47,49,17,5,0
"2011","E00003939","E00003939","Total",136,64,36,27,7,2
"2011","E00003942","E00003942","Total",137,66,40,21,9,1
"2011","E00003891","E00003891","Total",216,61,87,53,13,2
"2011","E00003910","E00003910","Total",131,58,44,16,13,0
"2011","E00003911","E00003911","Total",161,70,59,23,8,1
"2011","E00003913","E00003913","Total",122,36,35,35,15,1
"2011","E00003916","E00003916","Total",138,45,39,39,12,3
"2011","E00003330","E00003330","Total",139,71,36,25,6,1
"2011","E00003339","E00003339","Total",143,84,47,10,2,0
"2011","E00003353","E00003353","Total",151,68,50,28,4,1
"2011","E00003369","E00003369","Total",137,67,46,22,2,0
"2011","E00003331","E00003331","Total",118,61,44,12,1,0
"2011","E00003332","E00003332","Total",101,57,31,12,1,0
"2011","E00003344","E00003344","Total",114,52,43,16,3,0
"2011","E00003345","E00003345","Total",106,64,32,10,0,0
"2011","E00003550","E00003550","Total",135,40,49,34,12,0
"2011","E00003577","E00003577","Total",132,51,42,29,10,0
"2011","E00003579","E00003579","Total",126,45,46,29,6,0
"2011","E00003580","E00003580","Total",115,43,40,28,4,0
"2011","E00003585","E00003585","Total",110,30,39,31,9,1
"2011","E00003551","E00003551","Total",136,22,45,54,13,2
"2011","E00003553","E00003553","Total",111,46,41,16,7,1
"2011","E00003576","E00003576","Total",96,51,33,9,3,0
"2011","E00003578","E00003578","Total",119,35,39,29,13,3
"2011","E00003590","E00003590","Total",118,39,27,38,11,3
"2011","E00003241","E00003241","Total",91,49,32,9,1,0
"2011","E00003242","E00003242","Total",197,104,57,31,5,0
"2011","E00003243","E00003243","Total",236,132,88,15,1,0
"2011","E00003281","E00003281","Total",126,81,37,8,0,0
"2011","E00003244","E00003244","Total",100,62,29,8,1,0
"2011","E00003248","E00003248","Total",107,64,29,12,2,0
"2011","E00003252","E00003252","Total",80,46,26,8,0,0
"2011","E00003253","E00003253","Total",112,71,28,12,1,0
"2011","E00003280","E00003280","Total",121,53,43,22,3,0
"2011","E00003283","E00003283","Total",110,61,39,8,2,0
"2011","E00003452","E00003452","Total",162,101,48,9,2,2
"2011","E00003453","E00003453","Total",122,61,36,17,8,0
"2011","E00003455","E00003455","Total",114,67,37,7,2,1
"2011","E00003458","E00003458","Total",118,74,33,10,1,0
"2011","E00003483","E00003483","Total",113,81,24,8,0,0
"2011","E00003484","E00003484","Total",73,36,25,8,4,0
"2011","E00003456","E00003456","Total",155,104,36,15,0,0
"2011","E00003457","E00003457","Total",140,79,36,18,7,0
"2011","E00003459","E00003459","Total",151,86,52,13,0,0
"2011","E00003476","E00003476","Total",99,38,41,16,4,0
"2011","E00003478","E00003478","Total",120,58,41,15,6,0
"2011","E00003479","E00003479","Total",114,60,34,14,5,1
"2011","E00003486","E00003486","Total",110,70,32,5,3,0
"2011","E00004043","E00004043","Total",139,64,43,23,7,2
"2011","E00004044","E00004044","Total",117,37,35,40,5,0
"2011","E00004045","E00004045","Total",118,51,43,19,5,0
"2011","E00004046","E00004046","Total",145,89,45,9,2,0
"2011","E00004047","E00004047","Total",117,75,29,11,2,0
"2011","E00004070","E00004070","Total",130,82,36,12,0,0
"2011","E00003437","E00003437","Total",108,70,29,8,0,1
"2011","E00003442","E00003442","Total",190,118,54,16,2,0
"2011","E00003445","E00003445","Total",156,93,50,12,1,0
"2011","E00003446","E00003446","Total",158,93,44,17,4,0
"2011","E00003470","E00003470","Total",141,81,45,11,4,0
"2011","E00003472","E00003472","Total",109,64,33,10,1,1
"2011","E00003440","E00003440","Total",165,94,51,16,4,0
"2011","E00003441","E00003441","Total",195,119,64,9,2,1
"2011","E00003444","E00003444","Total",164,96,45,18,5,0
"2011","E00003450","E00003450","Total",189,109,61,16,3,0
"2011","E00003468","E00003468","Total",172,107,52,12,1,0
"2011","E00003449","E00003449","Total",141,74,36,24,7,0
"2011","E00003451","E00003451","Total",142,78,43,19,2,0
"2011","E00003454","E00003454","Total",142,79,45,16,1,1
"2011","E00003475","E00003475","Total",138,79,46,12,1,0
"2011","E00003481","E00003481","Total",102,44,27,24,7,0
"2011","E00003482","E00003482","Total",113,72,30,9,2,0
"2011","E00003485","E00003485","Total",107,59,31,12,3,2
"2011","E00003759","E00003759","Total",137,90,39,6,2,0
"2011","E00003765","E00003765","Total",127,54,46,25,2,0
"2011","E00003770","E00003770","Total",153,87,52,11,1,2
"2011","E00003778","E00003778","Total",157,68,56,27,6,0
"2011","E00003781","E00003781","Total",117,79,29,9,0,0
"2011","E00003766","E00003766","Total",153,90,43,19,1,0
"2011","E00003767","E00003767","Total",150,65,54,30,1,0
"2011","E00003771","E00003771","Total",145,91,38,16,0,0
"2011","E00003774","E00003774","Total",139,91,40,8,0,0
"2011","E00003775","E00003775","Total",147,70,39,33,4,1
"2011","E00003382","E00003382","Total",90,26,31,20,12,1
"2011","E00003383","E00003383","Total",127,71,39,14,3,0
"2011","E00003385","E00003385","Total",105,67,32,6,0,0
"2011","E00003388","E00003388","Total",123,64,34,19,6,0
"2011","E00003389","E00003389","Total",124,63,33,21,7,0
"2011","E00003427","E00003427","Total",97,52,32,7,6,0
"2011","E00003416","E00003416","Total",113,61,34,13,5,0
"2011","E00003417","E00003417","Total",95,47,37,9,2,0
"2011","E00003418","E00003418","Total",132,80,33,15,4,0
"2011","E00003420","E00003420","Total",112,72,28,10,2,0
"2011","E00003421","E00003421","Total",120,58,36,22,4,0
"2011","E00003381","E00003381","Total",158,87,43,24,4,0
"2011","E00003384","E00003384","Total",137,79,35,18,3,2
"2011","E00003419","E00003419","Total",170,96,54,17,2,1
"2011","E00003423","E00003423","Total",122,53,39,21,8,1
"2011","E00003430","E00003430","Total",107,60,30,16,1,0
"2011","E00003386","E00003386","Total",113,57,38,17,1,0
"2011","E00003391","E00003391","Total",138,85,38,13,2,0
"2011","E00003402","E00003402","Total",106,34,37,27,8,0
"2011","E00003413","E00003413","Total",129,55,32,31,8,3
"2011","E00003414","E00003414","Total",105,40,35,25,5,0
"2011","E00003914","E00003914","Total",114,63,26,14,10,1
"2011","E00003919","E00003919","Total",141,97,29,13,2,0
"2011","E00003922","E00003922","Total",150,83,42,20,4,1
"2011","E00003927","E00003927","Total",147,95,29,17,6,0
"2011","E00003935","E00003935","Total",127,51,40,27,9,0
"2011","E00003549","E00003549","Total",150,48,42,41,18,1
"2011","E00003575","E00003575","Total",125,36,45,31,11,2
"2011","E00003581","E00003581","Total",163,41,47,45,29,1
"2011","E00003584","E00003584","Total",127,37,41,38,11,0
"2011","E00003586","E00003586","Total",129,26,40,31,28,4
"2011","E00003587","E00003587","Total",130,33,49,28,19,1
"2011","E00003554","E00003554","Total",137,50,43,38,6,0
"2011","E00003555","E00003555","Total",134,41,48,27,16,2
"2011","E00003557","E00003557","Total",128,27,46,36,18,1
"2011","E00003595","E00003595","Total",122,39,43,29,11,0
"2011","E00003598","E00003598","Total",128,37,46,26,16,3
"2011","E00003547","E00003547","Total",102,32,34,32,4,0
"2011","E00003548","E00003548","Total",128,46,51,24,6,1
"2011","E00003571","E00003571","Total",107,39,34,22,12,0
"2011","E00003572","E00003572","Total",100,30,29,25,14,2
"2011","E00003573","E00003573","Total",125,36,32,34,21,2
"2011","E00003574","E00003574","Total",118,39,42,29,8,0
"2011","E00003582","E00003582","Total",137,55,47,30,5,0
"2011","E00003583","E00003583","Total",127,47,48,27,5,0
"2011","E00003591","E00003591","Total",123,44,44,33,2,0
"2011","E00003592","E00003592","Total",127,58,43,23,2,1
"2011","E00003552","E00003552","Total",118,32,32,44,10,0
"2011","E00003588","E00003588","Total",124,39,42,25,16,2
"2011","E00003589","E00003589","Total",121,31,42,27,19,2
"2011","E00003593","E00003593","Total",149,32,60,45,12,0
"2011","E00003594","E00003594","Total",122,34,38,36,12,2
"2011","E00003387","E00003387","Total",124,66,35,17,4,2
"2011","E00003392","E00003392","Total",126,58,32,24,10,2
"2011","E00003398","E00003398","Total",143,58,44,30,10,1
"2011","E00003424","E00003424","Total",142,65,53,20,4,0
"2011","E00003426","E00003426","Total",113,45,41,16,11,0
"2011","E00003399","E00003399","Total",99,56,28,9,5,1
"2011","E00003425","E00003425","Total",114,67,26,17,3,1
"2011","E00003428","E00003428","Total",131,78,28,17,8,0
"2011","E00003429","E00003429","Total",112,51,41,18,2,0
"2011","E00003431","E00003431","Total",143,70,43,24,5,1
"2011","E00003395","E00003395","Total",102,62,22,13,4,1
"2011","E00003400","E00003400","Total",130,57,37,31,4,1
"2011","E00003401","E00003401","Total",122,57,37,24,3,1
"2011","E00003406","E00003406","Total",115,55,43,13,3,1
"2011","E00003410","E00003410","Total",124,63,39,20,2,0
"2011","E00003393","E00003393","Total",129,76,39,11,3,0
"2011","E00003394","E00003394","Total",123,61,46,9,6,1
"2011","E00003397","E00003397","Total",102,41,31,22,8,0
"2011","E00003404","E00003404","Total",104,48,25,18,13,0
"2011","E00003408","E00003408","Total",107,47,31,27,1,1
"2011","E00003938","E00003938","Total",135,50,49,25,10,1
"2011","E00003941","E00003941","Total",105,44,36,22,2,1
"2011","E00003943","E00003943","Total",138,57,59,20,2,0
"2011","E00003944","E00003944","Total",135,55,37,31,12,0
"2011","E00003945","E00003945","Total",137,66,40,25,4,2
"2011","E00003118","E00003118","Total",208,94,64,37,12,1
"2011","E00003132","E00003132","Total",131,69,33,21,7,1
"2011","E00003134","E00003134","Total",145,87,44,10,3,1
"2011","E00003135","E00003135","Total",125,79,34,10,1,1
"2011","E00003137","E00003137","Total",119,70,31,18,0,0
"2011","E00003136","E00003136","Total",108,58,37,12,1,0
"2011","E00003138","E00003138","Total",116,57,42,14,3,0
"2011","E00003140","E00003140","Total",138,76,43,18,1,0
"2011","E00003141","E00003141","Total",135,85,37,11,2,0
"2011","E00003142","E00003142","Total",138,89,29,12,8,0
"2011","E00003120","E00003120","Total",118,64,39,11,4,0
"2011","E00003123","E00003123","Total",143,100,30,11,2,0
"2011","E00003139","E00003139","Total",132,87,34,8,3,0
"2011","E00003144","E00003144","Total",130,75,30,16,8,1
"2011","E00003147","E00003147","Total",123,71,36,11,5,0
"2011","E00003116","E00003116","Total",127,77,38,11,1,0
"2011","E00003126","E00003126","Total",114,76,33,5,0,0
"2011","E00003127","E00003127","Total",97,34,32,20,11,0
"2011","E00003129","E00003129","Total",146,73,48,24,1,0
"2011","E00003130","E00003130","Total",124,76,39,9,0,0
"2011","E00003233","E00003233","Total",109,69,31,8,0,1
"2011","E00003234","E00003234","Total",97,44,38,11,3,1
"2011","E00003235","E00003235","Total",141,75,49,16,1,0
"2011","E00003270","E00003270","Total",191,99,46,34,9,3
"2011","E00003271","E00003271","Total",128,73,38,14,2,1
"2011","E00003238","E00003238","Total",143,78,49,14,2,0
"2011","E00003239","E00003239","Total",168,98,53,15,2,0
"2011","E00003278","E00003278","Total",134,77,48,6,3,0
"2011","E00166615","E00166615","Total",120,71,30,14,4,1
"2011","E00166619","E00166619","Total",109,25,63,19,2,0
"2011","E00166621","E00166621","Total",113,58,46,8,1,0
"2011","E00166624","E00166624","Total",77,47,22,7,1,0
"2011","E00003236","E00003236","Total",113,56,37,16,3,1
"2011","E00003254","E00003254","Total",166,90,47,20,8,1
"2011","E00003258","E00003258","Total",120,68,41,6,5,0
"2011","E00003259","E00003259","Total",101,65,21,15,0,0
"2011","E00003262","E00003262","Total",87,52,23,10,2,0
"2011","E00003264","E00003264","Total",103,49,36,16,2,0
"2011","E00003257","E00003257","Total",144,78,45,16,5,0
"2011","E00003260","E00003260","Total",88,54,29,4,1,0
"2011","E00003261","E00003261","Total",125,55,61,8,1,0
"2011","E00003263","E00003263","Total",138,94,32,9,2,1
"2011","E00003265","E00003265","Total",146,85,39,20,2,0
"2011","E00003266","E00003266","Total",159,81,51,21,6,0
"2011","E00003710","E00003710","Total",116,56,41,18,0,1
"2011","E00003738","E00003738","Total",160,69,66,13,11,1
"2011","E00003739","E00003739","Total",105,58,34,12,1,0
"2011","E00003740","E00003740","Total",122,69,35,15,3,0
"2011","E00003741","E00003741","Total",107,53,39,13,2,0
"2011","E00003742","E00003742","Total",133,75,41,17,0,0
"2011","E00004049","E00004049","Total",162,100,46,14,2,0
"2011","E00004053","E00004053","Total",160,73,68,14,5,0
"2011","E00004056","E00004056","Total",148,84,48,13,3,0
"2011","E00004071","E00004071","Total",130,73,44,12,1,0
"2011","E00004074","E00004074","Total",134,74,41,18,1,0
"2011","E00003502","E00003502","Total",124,43,49,23,7,2
"2011","E00003504","E00003504","Total",129,51,48,25,5,0
"2011","E00003507","E00003507","Total",102,36,33,27,6,0
"2011","E00003508","E00003508","Total",232,93,77,41,19,2
"2011","E00003509","E00003509","Total",144,43,55,37,8,1
"2011","E00003543","E00003543","Total",122,44,46,23,9,0
"2011","E00003503","E00003503","Total",155,47,42,41,18,7
"2011","E00003505","E00003505","Total",136,56,48,20,8,4
"2011","E00003506","E00003506","Total",128,50,42,30,5,1
"2011","E00003513","E00003513","Total",121,36,49,20,14,2
"2011","E00003520","E00003520","Total",128,53,38,30,6,1
"2011","E00003512","E00003512","Total",127,27,51,37,12,0
"2011","E00003514","E00003514","Total",127,37,41,34,13,2
"2011","E00003516","E00003516","Total",117,40,43,29,4,1
"2011","E00166117","E00166117","Total",153,27,44,62,19,1
"2011","E00003493","E00003493","Total",159,39,47,58,12,3
"2011","E00003494","E00003494","Total",140,36,49,36,17,2
"2011","E00003517","E00003517","Total",129,48,49,23,8,1
"2011","E00003521","E00003521","Total",118,47,37,28,6,0
"2011","E00003523","E00003523","Total",128,33,35,46,13,1
"2011","E00003501","E00003501","Total",123,38,43,32,10,0
"2011","E00003540","E00003540","Total",129,43,58,21,6,1
"2011","E00003541","E00003541","Total",130,42,54,27,7,0
"2011","E00003542","E00003542","Total",136,53,49,30,4,0
"2011","E00003544","E00003544","Total",139,55,54,26,3,1
"2011","E00003110","E00003110","Total",112,64,38,10,0,0
"2011","E00003113","E00003113","Total",126,72,38,12,3,1
"2011","E00003148","E00003148","Total",140,78,33,18,9,2
"2011","E00003149","E00003149","Total",133,68,41,14,8,2
"2011","E00003150","E00003150","Total",120,60,40,18,2,0
"2011","E00003189","E00003189","Total",171,91,46,27,7,0
"2011","E00003190","E00003190","Total",148,81,42,18,7,0
"2011","E00003193","E00003193","Total",118,43,36,21,12,6
"2011","E00003229","E00003229","Total",122,69,39,11,3,0
"2011","E00003230","E00003230","Total",132,73,42,15,2,0
"2011","E00003191","E00003191","Total",218,115,60,35,7,1
"2011","E00003192","E00003192","Total",123,66,38,14,5,0
"2011","E00003195","E00003195","Total",146,78,40,24,3,1
"2011","E00003200","E00003200","Total",163,91,42,20,7,3
"2011","E00003231","E00003231","Total",90,45,29,13,3,0
"2011","E00003237","E00003237","Total",167,76,60,24,5,2
"2011","E00003240","E00003240","Total",126,44,35,37,10,0
"2011","E00003268","E00003268","Total",152,88,46,14,3,1
"2011","E00003275","E00003275","Total",99,24,23,28,24,0
"2011","E00003276","E00003276","Total",130,74,38,10,8,0
"2011","E00003279","E00003279","Total",110,55,32,20,2,1
"2011","E00003267","E00003267","Total",142,73,45,22,2,0
"2011","E00003269","E00003269","Total",112,55,35,19,3,0
"2011","E00003272","E00003272","Total",149,93,37,18,1,0
"2011","E00003273","E00003273","Total",125,66,38,12,7,2
"2011","E00003277","E00003277","Total",134,80,34,16,4,0
"2011","E00004051","E00004051","Total",129,72,43,12,2,0
"2011","E00004063","E00004063","Total",104,67,28,9,0,0
"2011","E00004066","E00004066","Total",114,67,42,5,0,0
"2011","E00004068","E00004068","Total",108,64,37,7,0,0
"2011","E00004069","E00004069","Total",108,76,25,6,1,0
"2011","E00004059","E00004059","Total",134,57,44,31,2,0
"2011","E00004060","E00004060","Total",128,58,39,27,4,0
"2011","E00004062","E00004062","Total",137,85,38,13,1,0
"2011","E00004064","E00004064","Total",118,60,44,13,0,1
"2011","E00004065","E00004065","Total",169,78,62,19,7,3
"2011","E00004067","E00004067","Total",104,55,40,8,1,0
"2011","E00004048","E00004048","Total",101,59,29,12,1,0
"2011","E00004054","E00004054","Total",117,74,37,5,1,0
"2011","E00004055","E00004055","Total",103,71,25,6,1,0
"2011","E00004057","E00004057","Total",104,73,22,9,0,0
"2011","E00004061","E00004061","Total",119,70,41,7,1,0
"2011","E00004042","E00004042","Total",131,68,44,15,4,0
"2011","E00004050","E00004050","Total",129,63,34,18,13,1
"2011","E00004052","E00004052","Total",135,89,38,7,0,1
"2011","E00004058","E00004058","Total",141,59,48,28,6,0
"2011","E00004072","E00004072","Total",112,63,38,10,1,0
"2011","E00004073","E00004073","Total",141,63,44,29,5,0
"2011","E00004077","E00004077","Total",133,77,45,10,1,0
"2011","E00004104","E00004104","Total",119,89,25,5,0,0
"2011","E00004105","E00004105","Total",131,86,34,10,1,0
"2011","E00004107","E00004107","Total",114,69,34,9,2,0
"2011","E00003111","E00003111","Total",129,89,32,8,0,0
"2011","E00003112","E00003112","Total",141,51,37,29,18,6
"2011","E00003114","E00003114","Total",121,50,43,25,3,0
"2011","E00003146","E00003146","Total",219,126,73,19,1,0
"2011","E00003154","E00003154","Total",140,80,50,6,4,0
"2011","E00003115","E00003115","Total",80,43,26,11,0,0
"2011","E00003124","E00003124","Total",125,73,34,16,1,1
"2011","E00003125","E00003125","Total",118,63,40,14,0,1
"2011","E00003151","E00003151","Total",118,52,39,26,1,0
"2011","E00003152","E00003152","Total",110,57,41,11,1,0
"2011","E00003153","E00003153","Total",108,72,25,10,1,0
"2011","E00003964","E00003964","Total",121,79,34,8,0,0
"2011","E00003965","E00003965","Total",122,65,40,15,2,0
"2011","E00003969","E00003969","Total",118,82,31,4,1,0
"2011","E00003973","E00003973","Total",104,64,33,7,0,0
"2011","E00003974","E00003974","Total",130,51,50,20,8,1
"2011","E00003949","E00003949","Total",158,96,42,19,1,0
"2011","E00003957","E00003957","Total",112,50,49,13,0,0
"2011","E00003970","E00003970","Total",131,77,40,10,4,0
"2011","E00003976","E00003976","Total",123,71,37,15,0,0
"2011","E00003984","E00003984","Total",105,36,36,31,2,0
"2011","E00003510","E00003510","Total",127,57,46,20,4,0
"2011","E00003518","E00003518","Total",133,44,45,35,8,1
"2011","E00003519","E00003519","Total",140,45,62,24,7,2
"2011","E00003522","E00003522","Total",148,70,48,27,3,0
"2011","E00003524","E00003524","Total",156,65,55,25,11,0
"2011","E00003495","E00003495","Total",125,29,38,39,18,1
"2011","E00003496","E00003496","Total",136,69,48,16,3,0
"2011","E00003526","E00003526","Total",125,43,52,24,5,1
"2011","E00003528","E00003528","Total",142,64,51,20,5,2
"2011","E00003529","E00003529","Total",135,37,46,42,10,0
"2011","E00003530","E00003530","Total",112,59,40,11,2,0
"2011","E00003556","E00003556","Total",140,51,49,32,8,0
"2011","E00003560","E00003560","Total",139,42,53,32,12,0
"2011","E00003596","E00003596","Total",134,46,38,34,15,1
"2011","E00003597","E00003597","Total",119,38,47,26,6,2
"2011","E00003545","E00003545","Total",112,52,33,22,4,1
"2011","E00003559","E00003559","Total",99,51,25,16,7,0
"2011","E00003561","E00003561","Total",137,44,49,33,10,1
"2011","E00003565","E00003565","Total",130,51,52,25,2,0
"2011","E00003566","E00003566","Total",109,46,41,18,4,0
"2011","E00003558","E00003558","Total",179,64,59,45,11,0
"2011","E00003562","E00003562","Total",137,61,40,28,7,1
"2011","E00003563","E00003563","Total",113,36,40,24,12,1
"2011","E00003564","E00003564","Total",101,36,38,18,7,2
"2011","E00003567","E00003567","Total",121,52,47,20,2,0
"2011","E00003762","E00003762","Total",123,79,25,15,4,0
"2011","E00003763","E00003763","Total",93,35,31,18,8,1
"2011","E00003764","E00003764","Total",112,64,38,7,3,0
"2011","E00003802","E00003802","Total",126,67,44,14,1,0
"2011","E00003772","E00003772","Total",111,20,43,43,5,0
"2011","E00003777","E00003777","Total",115,69,30,14,2,0
"2011","E00003783","E00003783","Total",121,79,26,15,1,0
"2011","E00003790","E00003790","Total",123,69,35,17,2,0
"2011","E00003791","E00003791","Total",135,77,41,15,1,1
"2011","E00003760","E00003760","Total",109,53,34,19,3,0
"2011","E00003761","E00003761","Total",114,56,47,10,1,0
"2011","E00003788","E00003788","Total",118,38,49,28,3,0
"2011","E00003795","E00003795","Total",126,73,37,15,1,0
"2011","E00166112","E00166112","Total",134,87,28,17,2,0
"2011","E00166114","E00166114","Total",129,81,42,5,1,0
"2011","E00166115","E00166115","Total",137,90,39,6,2,0
"2011","E00003792","E00003792","Total",144,81,40,22,1,0
"2011","E00003796","E00003796","Total",156,88,40,24,4,0
"2011","E00003797","E00003797","Total",125,68,36,21,0,0
"2011","E00003803","E00003803","Total",140,71,48,14,6,1
"2011","E00003758","E00003758","Total",127,50,49,21,5,2
"2011","E00003799","E00003799","Total",117,57,46,14,0,0
"2011","E00003800","E00003800","Total",133,71,40,20,1,1
"2011","E00003801","E00003801","Total",114,44,22,36,12,0
"2011","E00003804","E00003804","Total",127,81,34,11,1,0
"2011","E00003951","E00003951","Total",132,83,32,16,1,0
"2011","E00003982","E00003982","Total",116,76,33,7,0,0
"2011","E00003987","E00003987","Total",121,41,44,30,6,0
"2011","E00003988","E00003988","Total",132,83,35,14,0,0
"2011","E00003990","E00003990","Total",124,75,35,14,0,0
"2011","E00003972","E00003972","Total",129,83,32,14,0,0
"2011","E00003975","E00003975","Total",131,84,35,12,0,0
"2011","E00003977","E00003977","Total",112,57,39,15,1,0
"2011","E00003979","E00003979","Total",115,71,36,6,2,0
"2011","E00003980","E00003980","Total",112,62,33,17,0,0
"2011","E00003948","E00003948","Total",150,84,47,18,1,0
"2011","E00003950","E00003950","Total",133,66,49,16,2,0
"2011","E00003978","E00003978","Total",147,89,38,18,2,0
"2011","E00003983","E00003983","Total",141,62,56,17,6,0
"2011","E00003960","E00003960","Total",131,69,47,15,0,0
"2011","E00003963","E00003963","Total",141,67,46,26,2,0
"2011","E00003981","E00003981","Total",113,51,35,24,3,0
"2011","E00003985","E00003985","Total",130,74,39,14,3,0
"2011","E00003986","E00003986","Total",122,57,41,21,3,0
"2011","E00003955","E00003955","Total",106,66,32,8,0,0
"2011","E00003966","E00003966","Total",102,70,24,8,0,0
"2011","E00003967","E00003967","Total",130,81,39,10,0,0
"2011","E00003968","E00003968","Total",115,68,33,12,2,0
"2011","E00003971","E00003971","Total",109,63,31,14,1,0
"2011","E00003196","E00003196","Total",152,47,57,34,12,2
"2011","E00003205","E00003205","Total",155,36,64,37,17,1
"2011","E00003206","E00003206","Total",125,33,41,35,15,1
"2011","E00003208","E00003208","Total",117,34,38,30,13,2
"2011","E00003212","E00003212","Total",122,37,36,28,19,2
"2011","E00003194","E00003194","Total",131,58,44,25,4,0
"2011","E00003197","E00003197","Total",151,56,49,35,10,1
"2011","E00003198","E00003198","Total",149,56,45,32,16,0
"2011","E00003201","E00003201","Total",123,46,35,32,10,0
"2011","E00003202","E00003202","Total",126,64,42,12,8,0
"2011","E00003199","E00003199","Total",124,51,33,26,13,1
"2011","E00003203","E00003203","Total",126,58,37,16,15,0
"2011","E00003207","E00003207","Total",121,64,32,22,3,0
"2011","E00003209","E00003209","Total",140,34,52,49,4,1
"2011","E00003211","E00003211","Total",149,61,41,40,7,0
"2011","E00003204","E00003204","Total",135,65,37,24,7,2
"2011","E00003210","E00003210","Total",132,37,33,43,14,5
"2011","E00003213","E00003213","Total",116,36,49,28,3,0
"2011","E00003216","E00003216","Total",107,62,28,16,1,0
"2011","E00003218","E00003218","Total",122,73,34,14,1,0
"2011","E00003711","E00003711","Total",128,69,45,13,1,0
"2011","E00003712","E00003712","Total",142,88,43,9,2,0
"2011","E00003744","E00003744","Total",118,64,41,10,3,0
"2011","E00003747","E00003747","Total",135,68,47,17,2,1
"2011","E00003743","E00003743","Total",125,61,51,13,0,0
"2011","E00003745","E00003745","Total",121,70,34,15,2,0
"2011","E00003746","E00003746","Total",141,52,50,31,8,0
"2011","E00003748","E00003748","Total",136,61,49,22,4,0
"2011","E00003749","E00003749","Total",110,44,37,20,9,0
"2011","E00003713","E00003713","Total",128,80,41,7,0,0
"2011","E00003715","E00003715","Total",122,71,38,11,2,0
"2011","E00003750","E00003750","Total",147,88,49,9,1,0
"2011","E00003751","E00003751","Total",124,75,32,16,1,0
"2011","E00003756","E00003756","Total",124,70,38,14,2,0
"2011","E00003714","E00003714","Total",121,70,42,7,1,1
"2011","E00003752","E00003752","Total",124,67,43,14,0,0
"2011","E00003753","E00003753","Total",130,68,51,10,1,0
"2011","E00003754","E00003754","Total",110,60,29,17,4,0
"2011","E00003755","E00003755","Total",113,66,37,9,1,0
"2011","E00004108","E00004108","Total",119,70,40,9,0,0
"2011","E00004110","E00004110","Total",102,66,29,6,0,1
"2011","E00004111","E00004111","Total",126,77,42,6,1,0
"2011","E00004114","E00004114","Total",114,79,29,5,1,0
"2011","E00003497","E00003497","Total",105,50,42,10,3,0
"2011","E00003498","E00003498","Total",202,87,61,48,5,1
"2011","E00003500","E00003500","Total",133,42,40,38,11,2
"2011","E00003531","E00003531","Total",138,70,36,22,8,2
"2011","E00003535","E00003535","Total",109,58,22,24,5,0
"2011","E00003546","E00003546","Total",136,93,34,8,1,0
"2011","E00003568","E00003568","Total",124,50,42,26,6,0
"2011","E00003569","E00003569","Total",125,62,37,22,4,0
"2011","E00003570","E00003570","Total",122,45,40,29,8,0
"2011","E00003849","E00003849","Total",139,78,37,21,2,1
"2011","E00003850","E00003850","Total",126,76,42,8,0,0
"2011","E00003852","E00003852","Total",157,65,47,33,8,4
"2011","E00003868","E00003868","Total",147,48,54,33,10,2
"2011","E00166616","E00166616","Total",171,76,56,25,11,3
"2011","E00166618","E00166618","Total",132,62,41,24,2,3
"2011","E00003952","E00003952","Total",137,66,39,28,4,0
"2011","E00003956","E00003956","Total",128,88,37,3,0,0
"2011","E00003958","E00003958","Total",144,66,44,27,7,0
"2011","E00003961","E00003961","Total",121,66,45,8,2,0
"2011","E00003989","E00003989","Total",133,46,46,38,3,0
"2011","E00003953","E00003953","Total",164,112,41,10,1,0
"2011","E00003954","E00003954","Total",136,86,41,9,0,0
"2011","E00003959","E00003959","Total",124,87,32,5,0,0
"2011","E00003962","E00003962","Total",140,79,42,17,2,0
"2011","E00003499","E00003499","Total",137,37,62,32,6,0
"2011","E00003534","E00003534","Total",105,40,39,23,3,0
"2011","E00003537","E00003537","Total",118,43,47,22,6,0
"2011","E00003538","E00003538","Total",96,34,41,19,2,0
"2011","E00003539","E00003539","Total",105,37,35,23,9,1
"2011","E00003525","E00003525","Total",125,49,44,23,8,1
"2011","E00003527","E00003527","Total",105,42,40,18,2,3
"2011","E00003532","E00003532","Total",124,39,55,28,2,0
"2011","E00003533","E00003533","Total",122,56,44,19,3,0
"2011","E00003536","E00003536","Total",114,66,33,13,2,0
"2011","E00003844","E00003844","Total",133,50,47,34,2,0
"2011","E00003845","E00003845","Total",145,54,59,30,2,0
"2011","E00003853","E00003853","Total",124,26,45,41,9,3
